basin,local_nse,local_kge,ft_nse,ft_kge,group,seed,delta_nse_ft_minus_local,delta_kge_ft_minus_local
01333000,0.7043241262435913,0.7530157895149378,0.7764206528663635,0.8743122439417894,02,1001,0.07209652662277222,0.12129645442685166
01350000,0.4509006142616272,0.4362739308820381,0.6213895082473755,0.5953534113821904,02,1001,0.1704888939857483,0.15907948050015236
01350080,0.5090378522872925,0.5003309152834282,0.6557976007461548,0.6997505157444959,02,1001,0.1467597484588623,0.19941960046106766
01350140,0.4844359159469604,0.5241029413664853,0.572409451007843,0.6432196114884542,02,1001,0.08797353506088262,0.11911667012196892
01365000,0.5734518766403198,0.5796862634159397,0.6745588183403015,0.7376315508956488,02,1001,0.10110694169998169,0.15794528747970915
01411300,0.651717483997345,0.5765442616354135,0.7344076037406921,0.6080541815858058,02,1001,0.08269011974334717,0.03150991995039232
01413500,0.5498544573783875,0.5622790928382673,0.6905681490898132,0.7240151397807826,02,1001,0.14071369171142578,0.1617360469425153
01414500,0.4892891645431518,0.4981985358386155,0.6306381225585938,0.705036153685169,02,1001,0.14134895801544195,0.20683761784655352
01415000,0.5676703453063965,0.5963311396778386,0.702366828918457,0.8078831608730334,02,1001,0.13469648361206055,0.21155202119519478
01423000,0.5894080996513367,0.6164415193133996,0.7734530568122864,0.8085792313457398,02,1001,0.1840449571609497,0.1921377120323402
01434025,0.4226986169815063,0.417841624375686,0.582800567150116,0.6130267893726291,02,1001,0.16010195016860967,0.1951851649969431
01435000,0.4503878951072693,0.4141180446248961,0.6301027536392212,0.5871420332760813,02,1001,0.1797148585319519,0.17302398865118518
01439500,0.705170750617981,0.6891480630679725,0.7293658256530762,0.7180439486593362,02,1001,0.024195075035095215,0.02889588559136369
01440000,0.7035536170005798,0.728880008461493,0.8106977939605713,0.7776458179189498,02,1001,0.10714417695999146,0.04876580945745679
01440400,0.6412805318832397,0.5864314380298498,0.7191892862319946,0.6846058396071479,02,1001,0.07790875434875488,0.09817440157729818
01451800,0.6050727367401123,0.5525419324403285,0.7236067652702332,0.7324008253817322,02,1001,0.11853402853012085,0.17985889294140378
01466500,0.5411067605018616,0.6478809840792393,0.6641544103622437,0.7771942657197811,02,1001,0.12304764986038208,0.1293132816405418
01484100,0.6033655405044556,0.5747584517476161,0.5667365789413452,0.5740015426448761,02,1001,-0.03662896156311035,-0.0007569091027399555
01487000,0.7961832284927368,0.8192025445108895,0.7837463617324829,0.8682770612869085,02,1001,-0.012436866760253906,0.04907451677601904
01491000,0.5525185465812683,0.5448940760380911,0.7602216601371765,0.7835871428937107,02,1001,0.2077031135559082,0.23869306685561953
01510000,0.5637955665588379,0.6783709947573773,0.7228142619132996,0.7986892327836528,02,1001,0.15901869535446167,0.1203182380262755
01516500,0.3069090843200683,0.3247818178006337,0.485522985458374,0.4861636407023377,02,1001,0.17861390113830572,0.161381822901704
01518862,0.4521862268447876,0.4639539945244033,0.5963960289955139,0.5424546581859762,02,1001,0.14420980215072632,0.07850066366157288
01532000,0.3306924104690552,0.3447093482651275,0.4858334064483642,0.4568172574640611,02,1001,0.15514099597930903,0.1121079091989336
01539000,0.6453456878662109,0.6517182095079608,0.8280834555625916,0.7865995509636803,02,1001,0.18273776769638062,0.1348813414557195
01542810,0.4996268153190613,0.5157078383124799,0.7098389863967896,0.7213493032671899,02,1001,0.21021217107772827,0.20564146495471003
01543000,0.5783191919326782,0.634519241941269,0.7619116902351379,0.7709396529461502,02,1001,0.18359249830245972,0.13642041100488123
01543500,0.6389875411987305,0.7097456732274833,0.8065328598022461,0.8025929136724224,02,1001,0.16754531860351562,0.09284724044493908
01544500,0.5784562230110168,0.5804012565986623,0.7328784465789795,0.6698961211551161,02,1001,0.15442222356796265,0.08949486455645383
01545600,0.5814394354820251,0.6014155303647735,0.7650683522224426,0.7111161758436851,02,1001,0.18362891674041748,0.10970064547891167
01547700,0.5729222297668457,0.6182098611263225,0.6856639385223389,0.6971494835938437,02,1001,0.11274170875549316,0.07893962246752118
01548500,0.60528564453125,0.6320613265939939,0.7843202352523804,0.7270218757007447,02,1001,0.17903459072113037,0.09496054910675078
01549500,0.4628103375434875,0.4066547468307633,0.6172201037406921,0.4951939299892461,02,1001,0.15440976619720465,0.0885391831584828
01550000,0.4916929602622986,0.4608937156877949,0.6366782188415527,0.5424963629194905,02,1001,0.14498525857925415,0.08160264723169564
01552000,0.5743051767349243,0.5707878314378063,0.7485514283180237,0.6670162623541646,02,1001,0.17424625158309937,0.09622843091635824
01552500,0.44946950674057,0.4656401385393715,0.6233698129653931,0.5835518197849943,02,1001,0.17390030622482305,0.11791168124562279
01557500,0.6021280288696289,0.6732441197080218,0.6443645358085632,0.7424732259901643,02,1001,0.042236506938934326,0.06922910628214252
01567500,0.4718679785728454,0.4273989101606155,0.565799355506897,0.5154784485804411,02,1001,0.09393137693405157,0.08807953841982563
01568000,0.6192116737365723,0.5617799043396544,0.7265181541442871,0.7254036663650602,02,1001,0.10730648040771484,0.16362376202540574
01580000,0.5326831340789795,0.5143718317987008,0.6597276926040649,0.6622822823574228,02,1001,0.12704455852508545,0.14791045055872198
01583500,0.5503101348876953,0.5477268234516997,0.6608743667602539,0.7113717350844998,02,1001,0.1105642318725586,0.16364491163280015
