basin,local_nse,local_kge,ft_nse,ft_kge,group,seed,delta_nse_ft_minus_local,delta_kge_ft_minus_local
03439000,0.0080723762512207,0.0265252060785911,0.6972715854644775,0.7994000314421598,06,1001,0.6891992092132568,0.7728748253635687
03455500,0.0397626161575317,-0.0575820762040268,0.5898220539093018,0.5895369451051731,06,1001,0.55005943775177,0.6471190213091998
03456500,0.1161620616912841,0.0186793468180649,0.7135270237922668,0.6707951852011773,06,1001,0.5973649621009828,0.6521158383831124
03460000,0.1463167667388916,0.0584836842152195,0.8048419952392578,0.8146890031447752,06,1001,0.6585252285003662,0.7562053189295557
03463300,0.0619214177131652,-0.0598427699097312,0.6175401210784912,0.4488474156479481,06,1001,0.555618703365326,0.5086901855576793
03471500,0.2158209085464477,0.1556658471060381,0.7042458653450012,0.6239850348726661,06,1001,0.4884249567985535,0.468319187766628
03473000,0.2546647191047668,0.2013338061914161,0.7691671848297119,0.6953246534766282,06,1001,0.5145024657249451,0.4939908472852121
03479000,0.112008512020111,-0.0157352681088049,0.5638201236724854,0.5031618461835274,06,1001,0.4518116116523744,0.5188971142923323
03488000,0.2262108325958252,0.1650014071562054,0.6858764886856079,0.5894360706448882,06,1001,0.4596656560897827,0.42443466348868286
03498500,0.169452965259552,0.0702503128975443,0.7748273611068726,0.7034364501963666,06,1001,0.6053743958473206,0.6331861372988223
03500000,0.1516920924186706,0.1631690904581121,0.6063601970672607,0.5956819143653109,06,1001,0.45466810464859014,0.4325128239071988
03500240,0.1959444880485534,0.1571320092827728,0.7274903059005737,0.7420045750232585,06,1001,0.5315458178520203,0.5848725657404856
03504000,-0.0755717754364013,0.012945884255662,0.6381522417068481,0.7590629031658453,06,1001,0.7137240171432494,0.7461170189101833
03574500,0.0901527404785156,-0.0694038265050658,0.4824948310852051,0.4016825524971734,06,1001,0.39234209060668945,0.47108637900223915
03592718,0.1217111349105835,-0.0039729233506389,0.5373051166534424,0.463641132699585,06,1001,0.4155939817428589,0.46761405605022394
03604000,0.0988053679466247,-0.040145424432221,0.5612743496894836,0.5848012894652752,06,1001,0.46246898174285894,0.6249467138974962
