basin,local_nse,local_kge,ft_nse,ft_kge,group,seed,delta_nse_ft_minus_local,delta_kge_ft_minus_local
03439000,0.340120792388916,0.2980111930970597,0.8170321583747864,0.8108308206405115,06,1001,0.47691136598587036,0.5128196275434518
03455500,0.2092249393463134,0.1240562691775755,0.6430668234825134,0.5801425717150409,06,1001,0.43384188413620006,0.4560863025374654
03456500,0.2998729944229126,0.2404350800827031,0.7537559270858765,0.6820140524601247,06,1001,0.45388293266296387,0.4415789723774216
03460000,0.421722948551178,0.3817966708681735,0.8449183702468872,0.8256569142816661,06,1001,0.42319542169570923,0.4438602434134926
03463300,0.1597600579261779,0.0583007445390283,0.7255966663360596,0.5456979353357352,06,1001,0.5658366084098817,0.4873971907967069
03471500,0.3245319724082947,0.2783229554344741,0.7746304273605347,0.830656801311238,06,1001,0.45009845495224,0.5523338458767639
03473000,0.4377991557121277,0.4014822493295756,0.825577974319458,0.8880018686488759,06,1001,0.3877788186073303,0.48651961931930027
03479000,0.1998348832130432,0.1106782376104634,0.6534740328788757,0.617251401512624,06,1001,0.4536391496658325,0.5065731639021607
03488000,0.3414989709854126,0.2730073868839525,0.8089879751205444,0.7835966279121365,06,1001,0.46748900413513184,0.510589241028184
03498500,0.3219337463378906,0.2649150789753207,0.8497342467308044,0.8962506737070242,06,1001,0.5278005003929138,0.6313355947317034
03500000,0.5641521215438843,0.5318998390747295,0.8604204058647156,0.836198196451803,06,1001,0.2962682843208313,0.30429835737707356
03500240,0.4793716669082641,0.4661456999740146,0.8589143753051758,0.9024218012868824,06,1001,0.3795427083969117,0.4362761013128678
03504000,0.4446180462837219,0.4039120025712356,0.7863374948501587,0.851581254688301,06,1001,0.34171944856643677,0.44766925211706543
03574500,0.1952853798866272,0.0917374168908538,0.7068114280700684,0.6490876381248165,06,1001,0.5115260481834412,0.5573502212339627
03592718,0.1435207724571228,0.0369246468538637,0.6942395567893982,0.7510414881354404,06,1001,0.5507187843322754,0.7141168412815767
03604000,0.15164715051651,0.046628045978863,0.6915782690048218,0.6914953891713846,06,1001,0.5399311184883118,0.6448673431925216
